No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
43.0,129,68,0,0,-61,6,6,1,0,0,0.0,0.0,0.13953488372093023,0.13953488372093023,0.0,0.023255813953488372,3
44.0,132,68,0,0,-64,6,6,2,0,0,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.045454545454545456,3
45.0,135,70,0,0,-65,6,6,2,0,0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.044444444444444446,3
46.0,138,70,0,0,-68,7,6,2,0,0,0.0,0.0,0.15217391304347827,0.13043478260869565,0.0,0.043478260869565216,3
47.0,141,78,0,0,-63,8,6,2,0,0,0.0,0.0,0.1702127659574468,0.1276595744680851,0.0,0.0425531914893617,3
48.0,144,86,0,0,-58,8,6,2,0,0,0.0,0.0,0.16666666666666666,0.125,0.0,0.041666666666666664,3
49.0,147,86,0,0,-61,8,6,2,0,0,0.0,0.0,0.16326530612244897,0.12244897959183673,0.0,0.04081632653061224,3
50.0,150,86,0,0,-64,8,6,2,0,0,0.0,0.0,0.16,0.12,0.0,0.04,3
51.0,153,86,0,0,-67,8,6,2,0,0,0.0,0.0,0.1568627450980392,0.11764705882352941,0.0,0.0392156862745098,3
52.0,156,86,0,0,-70,8,6,2,0,0,0.0,0.0,0.15384615384615385,0.11538461538461539,0.0,0.038461538461538464,3
53.0,159,86,0,0,-73,8,6,2,0,0,0.0,0.0,0.1509433962264151,0.11320754716981132,0.0,0.03773584905660377,3
54.0,162,86,0,0,-76,8,6,2,0,0,0.0,0.0,0.14814814814814814,0.1111111111111111,0.0,0.037037037037037035,3
55.0,165,86,0,0,-79,8,6,2,0,0,0.0,0.0,0.14545454545454545,0.10909090909090909,0.0,0.03636363636363636,3
56.0,168,86,0,0,-82,8,6,2,0,0,0.0,0.0,0.14285714285714285,0.10714285714285714,0.0,0.03571428571428571,3
57.0,171,86,0,0,-85,9,6,2,0,0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.03508771929824561,3
58.0,174,94,0,0,-80,10,6,2,0,0,0.0,0.0,0.1724137931034483,0.10344827586206896,0.0,0.034482758620689655,3
59.0,177,102,0,0,-75,10,7,2,0,0,0.0,0.0,0.1694915254237288,0.11864406779661017,0.0,0.03389830508474576,3
60.0,180,105,0,0,-75,10,7,2,0,0,0.0,0.0,0.16666666666666666,0.11666666666666667,0.0,0.03333333333333333,3
61.0,183,105,0,0,-78,10,7,2,0,0,0.0,0.0,0.16393442622950818,0.11475409836065574,0.0,0.03278688524590164,3
62.0,186,105,0,0,-81,10,7,2,0,0,0.0,0.0,0.16129032258064516,0.11290322580645161,0.0,0.03225806451612903,3
63.0,189,105,0,0,-84,10,7,2,0,0,0.0,0.0,0.15873015873015872,0.1111111111111111,0.0,0.031746031746031744,3
64.0,192,105,0,0,-87,10,7,2,0,0,0.0,0.0,0.15625,0.109375,0.0,0.03125,3
65.0,195,105,0,0,-90,10,7,2,0,0,0.0,0.0,0.15384615384615385,0.1076923076923077,0.0,0.03076923076923077,3
66.0,198,105,0,0,-93,10,8,2,0,0,0.0,0.0,0.15151515151515152,0.12121212121212122,0.0,0.030303030303030304,3
67.0,201,108,0,0,-93,10,8,2,0,0,0.0,0.0,0.14925373134328357,0.11940298507462686,0.0,0.029850746268656716,3
68.0,204,108,0,0,-96,10,8,2,0,0,0.0,0.0,0.14705882352941177,0.11764705882352941,0.0,0.029411764705882353,3
69.0,207,108,0,0,-99,10,8,2,0,0,0.0,0.0,0.14492753623188406,0.11594202898550725,0.0,0.028985507246376812,3
70.0,210,108,0,0,-102,10,8,2,0,0,0.0,0.0,0.14285714285714285,0.11428571428571428,0.0,0.02857142857142857,3
71.0,213,108,0,0,-105,10,8,2,0,0,0.0,0.0,0.14084507042253522,0.11267605633802817,0.0,0.028169014084507043,3
72.0,216,108,0,0,-108,10,8,3,0,0,0.0,0.0,0.1388888888888889,0.1111111111111111,0.0,0.041666666666666664,3
73.0,219,110,0,0,-109,10,8,3,0,0,0.0,0.0,0.136986301369863,0.1095890410958904,0.0,0.0410958904109589,3
74.0,222,110,0,0,-112,10,8,3,0,0,0.0,0.0,0.13513513513513514,0.10810810810810811,0.0,0.04054054054054054,3
75.0,225,110,0,0,-115,10,8,3,0,0,0.0,0.0,0.13333333333333333,0.10666666666666667,0.0,0.04,3
76.0,228,110,0,0,-118,10,8,3,0,0,0.0,0.0,0.13157894736842105,0.10526315789473684,0.0,0.039473684210526314,3
77.0,231,110,0,0,-121,10,8,3,0,0,0.0,0.0,0.12987012987012986,0.1038961038961039,0.0,0.03896103896103896,3
78.0,234,110,0,0,-124,10,8,3,0,0,0.0,0.0,0.1282051282051282,0.10256410256410256,0.0,0.038461538461538464,3
79.0,237,110,0,0,-127,10,8,3,0,0,0.0,0.0,0.12658227848101267,0.10126582278481013,0.0,0.0379746835443038,3
80.0,240,110,0,0,-130,10,8,3,0,0,0.0,0.0,0.125,0.1,0.0,0.0375,3
81.0,243,110,0,0,-133,10,8,3,0,0,0.0,0.0,0.12345679012345678,0.09876543209876543,0.0,0.037037037037037035,3
82.0,246,110,0,0,-136,10,8,3,0,0,0.0,0.0,0.12195121951219512,0.0975609756097561,0.0,0.036585365853658534,3
83.0,249,110,0,0,-139,11,8,3,0,0,0.0,0.0,0.13253012048192772,0.0963855421686747,0.0,0.03614457831325301,3
84.0,252,118,0,0,-134,12,8,3,0,0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.0,0.03571428571428571,3
85.0,255,126,0,0,-129,12,8,4,0,0,0.0,0.0,0.1411764705882353,0.09411764705882353,0.0,0.047058823529411764,3
86.0,258,128,0,0,-130,13,8,4,0,0,0.0,0.0,0.1511627906976744,0.09302325581395349,0.0,0.046511627906976744,3
87.0,261,136,0,0,-125,13,9,4,0,0,0.0,0.0,0.14942528735632185,0.10344827586206896,0.0,0.04597701149425287,3
88.0,264,139,0,0,-125,13,9,4,0,0,0.0,0.0,0.14772727272727273,0.10227272727272728,0.0,0.045454545454545456,3
89.0,267,139,0,0,-128,14,9,4,0,0,0.0,0.0,0.15730337078651685,0.10112359550561797,0.0,0.0449438202247191,3
90.0,270,147,0,0,-123,14,9,4,0,0,0.0,0.0,0.15555555555555556,0.1,0.0,0.044444444444444446,3
91.0,273,147,0,0,-126,14,9,4,0,0,0.0,0.0,0.15384615384615385,0.0989010989010989,0.0,0.04395604395604396,3
92.0,276,147,0,0,-129,14,9,4,0,0,0.0,0.0,0.15217391304347827,0.09782608695652174,0.0,0.043478260869565216,3
93.0,279,147,0,0,-132,14,10,4,0,0,0.0,0.0,0.15053763440860216,0.10752688172043011,0.0,0.043010752688172046,3
94.0,282,150,0,0,-132,15,10,4,0,0,0.0,0.0,0.1595744680851064,0.10638297872340426,0.0,0.0425531914893617,3
95.0,285,158,0,0,-127,15,10,4,0,0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.042105263157894736,3
96.0,288,158,0,0,-130,15,10,4,0,0,0.0,0.0,0.15625,0.10416666666666667,0.0,0.041666666666666664,3
97.0,291,158,0,0,-133,15,10,4,0,0,0.0,0.0,0.15463917525773196,0.10309278350515463,0.0,0.041237113402061855,3
98.0,294,158,0,0,-136,15,11,4,0,0,0.0,0.0,0.15306122448979592,0.11224489795918367,0.0,0.04081632653061224,3
99.0,297,161,0,0,-136,15,11,4,0,0,0.0,0.0,0.15151515151515152,0.1111111111111111,0.0,0.04040404040404041,3
100.0,300,161,1,0,-139,15,11,4,0,0,0.01,0.0,0.15,0.11,0.0,0.04,3
101.0,319,273,1,0,-46,15,11,5,0,0,0.009900990099009901,0.0,0.1485148514851485,0.10891089108910891,0.0,0.04950495049504951,3
102.0,322,275,1,0,-47,15,11,5,0,0,0.00980392156862745,0.0,0.14705882352941177,0.10784313725490197,0.0,0.049019607843137254,3
103.0,325,275,2,0,-50,15,11,5,0,0,0.019417475728155338,0.0,0.14563106796116504,0.10679611650485436,0.0,0.04854368932038835,3
104.0,344,387,2,0,43,15,11,5,0,0,0.019230769230769232,0.0,0.14423076923076922,0.10576923076923077,0.0,0.04807692307692308,3
105.0,347,387,2,0,40,15,11,5,0,0,0.01904761904761905,0.0,0.14285714285714285,0.10476190476190476,0.0,0.047619047619047616,3
106.0,350,387,2,0,37,15,11,5,0,0,0.018867924528301886,0.0,0.14150943396226415,0.10377358490566038,0.0,0.04716981132075472,3
107.0,353,387,2,0,34,15,11,5,0,0,0.018691588785046728,0.0,0.14018691588785046,0.102803738317757,0.0,0.04672897196261682,3
108.0,356,387,2,0,31,15,11,5,0,0,0.018518518518518517,0.0,0.1388888888888889,0.10185185185185185,0.0,0.046296296296296294,3
109.0,359,387,2,0,28,15,11,5,0,0,0.01834862385321101,0.0,0.13761467889908258,0.10091743119266056,0.0,0.045871559633027525,3
110.0,362,387,2,0,25,15,12,5,0,0,0.01818181818181818,0.0,0.13636363636363635,0.10909090909090909,0.0,0.045454545454545456,3
111.0,365,390,2,0,25,16,12,5,0,0,0.018018018018018018,0.0,0.14414414414414414,0.10810810810810811,0.0,0.04504504504504504,3
112.0,368,398,2,0,30,16,12,5,0,0,0.017857142857142856,0.0,0.14285714285714285,0.10714285714285714,0.0,0.044642857142857144,3
113.0,371,398,2,0,27,16,12,5,0,0,0.017699115044247787,0.0,0.1415929203539823,0.10619469026548672,0.0,0.04424778761061947,3
114.0,374,398,2,0,24,16,12,5,0,0,0.017543859649122806,0.0,0.14035087719298245,0.10526315789473684,0.0,0.043859649122807015,3
115.0,377,398,2,0,21,16,13,5,0,0,0.017391304347826087,0.0,0.1391304347826087,0.11304347826086956,0.0,0.043478260869565216,3
116.0,380,401,2,0,21,17,13,5,0,0,0.017241379310344827,0.0,0.14655172413793102,0.11206896551724138,0.0,0.04310344827586207,3
117.0,383,409,2,0,26,17,13,5,0,0,0.017094017094017096,0.0,0.1452991452991453,0.1111111111111111,0.0,0.042735042735042736,3
118.0,386,409,2,0,23,17,14,5,0,0,0.01694915254237288,0.0,0.1440677966101695,0.11864406779661017,0.0,0.0423728813559322,3
119.0,389,412,2,0,23,18,14,5,0,0,0.01680672268907563,0.0,0.15126050420168066,0.11764705882352941,0.0,0.04201680672268908,3
120.0,392,420,2,0,28,19,14,5,0,0,0.016666666666666666,0.0,0.15833333333333333,0.11666666666666667,0.0,0.041666666666666664,3
121.0,395,428,2,0,33,20,14,5,0,0,0.01652892561983471,0.0,0.1652892561983471,0.11570247933884298,0.0,0.04132231404958678,3
122.0,398,436,2,0,38,20,14,5,0,0,0.01639344262295082,0.0,0.16393442622950818,0.11475409836065574,0.0,0.040983606557377046,3
123.0,401,436,2,0,35,21,14,5,0,0,0.016260162601626018,0.0,0.17073170731707318,0.11382113821138211,0.0,0.04065040650406504,3
124.0,404,444,2,0,40,21,14,5,0,0,0.016129032258064516,0.0,0.1693548387096774,0.11290322580645161,0.0,0.04032258064516129,3
125.0,407,444,2,0,37,21,14,5,0,0,0.016,0.0,0.168,0.112,0.0,0.04,3
126.0,410,444,2,0,34,21,14,5,0,0,0.015873015873015872,0.0,0.16666666666666666,0.1111111111111111,0.0,0.03968253968253968,3
127.0,413,444,2,0,31,21,14,5,0,0,0.015748031496062992,0.0,0.16535433070866143,0.11023622047244094,0.0,0.03937007874015748,3
128.0,416,444,2,0,28,21,14,5,0,0,0.015625,0.0,0.1640625,0.109375,0.0,0.0390625,3
129.0,419,444,2,0,25,21,15,5,0,0,0.015503875968992248,0.0,0.16279069767441862,0.11627906976744186,0.0,0.03875968992248062,3
130.0,422,447,2,0,25,21,15,5,0,0,0.015384615384615385,0.0,0.16153846153846155,0.11538461538461539,0.0,0.038461538461538464,3
131.0,425,447,2,0,22,22,15,5,0,0,0.015267175572519083,0.0,0.16793893129770993,0.11450381679389313,0.0,0.03816793893129771,3
132.0,428,455,2,0,27,22,15,5,0,0,0.015151515151515152,0.0,0.16666666666666666,0.11363636363636363,0.0,0.03787878787878788,3
133.0,431,455,2,0,24,22,15,5,0,0,0.015037593984962405,0.0,0.16541353383458646,0.11278195488721804,0.0,0.03759398496240601,3
134.0,434,455,2,0,21,22,15,6,0,0,0.014925373134328358,0.0,0.16417910447761194,0.11194029850746269,0.0,0.04477611940298507,3
135.0,437,457,2,0,20,22,15,6,0,0,0.014814814814814815,0.0,0.16296296296296298,0.1111111111111111,0.0,0.044444444444444446,3
136.0,440,457,2,0,17,23,15,6,0,0,0.014705882352941176,0.0,0.16911764705882354,0.11029411764705882,0.0,0.04411764705882353,3
137.0,443,465,2,0,22,23,16,6,0,0,0.014598540145985401,0.0,0.1678832116788321,0.11678832116788321,0.0,0.043795620437956206,3
138.0,446,468,2,0,22,23,16,6,0,0,0.014492753623188406,0.0,0.16666666666666666,0.11594202898550725,0.0,0.043478260869565216,3
139.0,449,468,2,0,19,24,16,6,0,0,0.014388489208633094,0.0,0.17266187050359713,0.11510791366906475,0.0,0.04316546762589928,3
140.0,452,476,2,0,24,24,16,6,0,0,0.014285714285714285,0.0,0.17142857142857143,0.11428571428571428,0.0,0.04285714285714286,3
141.0,455,476,2,0,21,24,16,6,0,0,0.014184397163120567,0.0,0.1702127659574468,0.11347517730496454,0.0,0.0425531914893617,3
142.0,458,476,2,0,18,24,16,6,0,0,0.014084507042253521,0.0,0.16901408450704225,0.11267605633802817,0.0,0.04225352112676056,3
143.0,461,476,2,0,15,24,16,6,0,0,0.013986013986013986,0.0,0.16783216783216784,0.11188811188811189,0.0,0.04195804195804196,3
144.0,464,476,2,0,12,24,16,6,0,0,0.013888888888888888,0.0,0.16666666666666666,0.1111111111111111,0.0,0.041666666666666664,3
145.0,467,476,2,0,9,25,16,6,0,0,0.013793103448275862,0.0,0.1724137931034483,0.1103448275862069,0.0,0.041379310344827586,3
146.0,470,484,2,0,14,26,16,6,0,0,0.0136986301369863,0.0,0.1780821917808219,0.1095890410958904,0.0,0.0410958904109589,3
147.0,473,492,2,0,19,27,16,6,0,0,0.013605442176870748,0.0,0.1836734693877551,0.10884353741496598,0.0,0.04081632653061224,3
148.0,476,500,2,0,24,27,16,6,0,0,0.013513513513513514,0.0,0.18243243243243243,0.10810810810810811,0.0,0.04054054054054054,3
149.0,479,500,2,0,21,27,16,6,0,0,0.013422818791946308,0.0,0.18120805369127516,0.10738255033557047,0.0,0.040268456375838924,3
150.0,482,500,2,0,18,27,16,6,0,0,0.013333333333333334,0.0,0.18,0.10666666666666667,0.0,0.04,3
151.0,485,500,2,0,15,27,17,6,0,0,0.013245033112582781,0.0,0.17880794701986755,0.11258278145695365,0.0,0.039735099337748346,3
152.0,488,503,2,0,15,27,17,6,0,0,0.013157894736842105,0.0,0.17763157894736842,0.1118421052631579,0.0,0.039473684210526314,3
153.0,491,503,2,0,12,28,17,6,0,0,0.013071895424836602,0.0,0.1830065359477124,0.1111111111111111,0.0,0.0392156862745098,3
154.0,494,511,2,0,17,28,17,6,0,0,0.012987012987012988,0.0,0.18181818181818182,0.11038961038961038,0.0,0.03896103896103896,3
155.0,497,511,2,0,14,28,17,6,0,0,0.012903225806451613,0.0,0.18064516129032257,0.10967741935483871,0.0,0.03870967741935484,3
156.0,500,511,2,0,11,28,17,6,0,0,0.01282051282051282,0.0,0.1794871794871795,0.10897435897435898,0.0,0.038461538461538464,3
157.0,503,511,2,0,8,28,17,6,0,0,0.012738853503184714,0.0,0.17834394904458598,0.10828025477707007,0.0,0.03821656050955414,3
158.0,506,511,2,0,5,28,17,6,0,0,0.012658227848101266,0.0,0.17721518987341772,0.10759493670886076,0.0,0.0379746835443038,3
159.0,509,511,2,0,2,28,18,6,0,0,0.012578616352201259,0.0,0.1761006289308176,0.11320754716981132,0.0,0.03773584905660377,3
160.0,512,514,2,0,2,28,18,6,0,0,0.0125,0.0,0.175,0.1125,0.0,0.0375,3
161.0,515,514,2,0,-1,28,18,6,0,0,0.012422360248447204,0.0,0.17391304347826086,0.11180124223602485,0.0,0.037267080745341616,3
162.0,518,514,2,0,-4,29,18,6,0,0,0.012345679012345678,0.0,0.17901234567901234,0.1111111111111111,0.0,0.037037037037037035,3
163.0,521,522,2,0,1,29,18,6,0,0,0.012269938650306749,0.0,0.17791411042944785,0.11042944785276074,0.0,0.03680981595092025,3
164.0,524,522,2,0,-2,29,18,6,0,0,0.012195121951219513,0.0,0.17682926829268292,0.10975609756097561,0.0,0.036585365853658534,3
165.0,527,522,2,0,-5,29,19,6,0,0,0.012121212121212121,0.0,0.17575757575757575,0.11515151515151516,0.0,0.03636363636363636,3
166.0,530,525,2,0,-5,29,19,6,0,0,0.012048192771084338,0.0,0.1746987951807229,0.1144578313253012,0.0,0.03614457831325301,3
167.0,533,525,2,0,-8,30,19,6,0,0,0.011976047904191617,0.0,0.17964071856287425,0.11377245508982035,0.0,0.03592814371257485,3
168.0,536,533,2,0,-3,31,19,6,0,0,0.011904761904761904,0.0,0.18452380952380953,0.1130952380952381,0.0,0.03571428571428571,3
169.0,539,541,2,0,2,31,19,6,0,0,0.011834319526627219,0.0,0.1834319526627219,0.11242603550295859,0.0,0.03550295857988166,3
170.0,542,541,2,0,-1,31,19,6,0,0,0.011764705882352941,0.0,0.18235294117647058,0.11176470588235295,0.0,0.03529411764705882,3
171.0,545,541,2,0,-4,32,19,6,0,0,0.011695906432748537,0.0,0.1871345029239766,0.1111111111111111,0.0,0.03508771929824561,3
172.0,548,549,2,0,1,32,19,6,0,0,0.011627906976744186,0.0,0.18604651162790697,0.11046511627906977,0.0,0.03488372093023256,3
173.0,551,549,2,0,-2,32,19,6,0,0,0.011560693641618497,0.0,0.18497109826589594,0.10982658959537572,0.0,0.03468208092485549,3
174.0,554,549,2,0,-5,32,20,6,0,0,0.011494252873563218,0.0,0.1839080459770115,0.11494252873563218,0.0,0.034482758620689655,3
175.0,557,552,2,0,-5,32,20,6,0,0,0.011428571428571429,0.0,0.18285714285714286,0.11428571428571428,0.0,0.03428571428571429,3
176.0,560,552,2,0,-8,32,20,6,0,0,0.011363636363636364,0.0,0.18181818181818182,0.11363636363636363,0.0,0.03409090909090909,3
177.0,563,552,2,0,-11,32,20,6,0,0,0.011299435028248588,0.0,0.1807909604519774,0.11299435028248588,0.0,0.03389830508474576,3
178.0,566,552,2,0,-14,33,20,6,0,0,0.011235955056179775,0.0,0.1853932584269663,0.11235955056179775,0.0,0.033707865168539325,3
179.0,569,560,2,0,-9,33,20,6,0,0,0.0111731843575419,0.0,0.18435754189944134,0.11173184357541899,0.0,0.0335195530726257,3
180.0,572,560,2,0,-12,33,21,6,0,0,0.011111111111111112,0.0,0.18333333333333332,0.11666666666666667,0.0,0.03333333333333333,3
181.0,575,563,2,0,-12,33,21,6,0,0,0.011049723756906077,0.0,0.18232044198895028,0.11602209944751381,0.0,0.03314917127071823,3
182.0,578,563,2,0,-15,33,21,6,0,0,0.01098901098901099,0.0,0.1813186813186813,0.11538461538461539,0.0,0.03296703296703297,3
183.0,581,563,2,0,-18,33,21,6,0,0,0.01092896174863388,0.0,0.18032786885245902,0.11475409836065574,0.0,0.03278688524590164,3
184.0,584,563,2,0,-21,33,21,7,0,0,0.010869565217391304,0.0,0.1793478260869565,0.11413043478260869,0.0,0.03804347826086957,3
185.0,587,565,2,0,-22,33,21,7,0,0,0.010810810810810811,0.0,0.1783783783783784,0.11351351351351352,0.0,0.03783783783783784,3
186.0,590,565,2,0,-25,33,21,7,0,0,0.010752688172043012,0.0,0.1774193548387097,0.11290322580645161,0.0,0.03763440860215054,3
187.0,593,565,2,0,-28,33,21,7,0,0,0.0106951871657754,0.0,0.17647058823529413,0.11229946524064172,0.0,0.0374331550802139,3
188.0,596,565,2,0,-31,34,21,7,0,0,0.010638297872340425,0.0,0.18085106382978725,0.11170212765957446,0.0,0.03723404255319149,3
189.0,599,573,2,0,-26,34,21,7,0,0,0.010582010582010581,0.0,0.17989417989417988,0.1111111111111111,0.0,0.037037037037037035,3
190.0,602,573,2,0,-29,34,21,7,0,0,0.010526315789473684,0.0,0.17894736842105263,0.11052631578947368,0.0,0.03684210526315789,3
191.0,605,573,2,0,-32,34,21,7,0,0,0.010471204188481676,0.0,0.17801047120418848,0.1099476439790576,0.0,0.03664921465968586,3
192.0,608,573,2,0,-35,34,21,7,0,0,0.010416666666666666,0.0,0.17708333333333334,0.109375,0.0,0.036458333333333336,3
193.0,611,573,2,0,-38,34,21,7,0,0,0.010362694300518135,0.0,0.17616580310880828,0.10880829015544041,0.0,0.03626943005181347,3
194.0,614,573,2,0,-41,34,22,7,0,0,0.010309278350515464,0.0,0.17525773195876287,0.1134020618556701,0.0,0.03608247422680412,3
195.0,617,576,2,0,-41,35,22,7,0,0,0.010256410256410256,0.0,0.1794871794871795,0.11282051282051282,0.0,0.035897435897435895,3
196.0,620,584,2,0,-36,35,22,7,0,0,0.01020408163265306,0.0,0.17857142857142858,0.11224489795918367,0.0,0.03571428571428571,3
197.0,623,584,2,0,-39,35,22,7,0,0,0.01015228426395939,0.0,0.17766497461928935,0.1116751269035533,0.0,0.03553299492385787,3
198.0,626,584,2,0,-42,35,22,7,0,0,0.010101010101010102,0.0,0.17676767676767677,0.1111111111111111,0.0,0.03535353535353535,3
199.0,629,584,2,0,-45,35,22,7,0,0,0.010050251256281407,0.0,0.17587939698492464,0.11055276381909548,0.0,0.035175879396984924,3
200.0,632,584,2,0,-48,35,22,7,0,0,0.01,0.0,0.175,0.11,0.0,0.035,3
201.0,635,584,2,0,-51,35,23,7,0,0,0.009950248756218905,0.0,0.17412935323383086,0.11442786069651742,0.0,0.03482587064676617,3
202.0,638,587,2,0,-51,36,23,7,0,0,0.009900990099009901,0.0,0.1782178217821782,0.11386138613861387,0.0,0.034653465346534656,3
203.0,641,595,2,0,-46,36,23,7,0,0,0.009852216748768473,0.0,0.17733990147783252,0.11330049261083744,0.0,0.034482758620689655,3
204.0,644,595,2,0,-49,36,23,7,0,0,0.00980392156862745,0.0,0.17647058823529413,0.11274509803921569,0.0,0.03431372549019608,3
205.0,647,595,2,0,-52,36,23,7,0,0,0.00975609756097561,0.0,0.17560975609756097,0.11219512195121951,0.0,0.03414634146341464,3
206.0,650,595,2,0,-55,36,23,8,0,0,0.009708737864077669,0.0,0.17475728155339806,0.11165048543689321,0.0,0.038834951456310676,3
207.0,653,597,2,0,-56,37,23,8,0,0,0.00966183574879227,0.0,0.178743961352657,0.1111111111111111,0.0,0.03864734299516908,3
208.0,656,605,2,0,-51,37,23,8,0,0,0.009615384615384616,0.0,0.1778846153846154,0.11057692307692307,0.0,0.038461538461538464,3
209.0,659,605,2,0,-54,37,23,8,0,0,0.009569377990430622,0.0,0.17703349282296652,0.11004784688995216,0.0,0.03827751196172249,3
210.0,662,605,2,0,-57,38,23,8,0,0,0.009523809523809525,0.0,0.18095238095238095,0.10952380952380952,0.0,0.0380952380952381,3
211.0,665,613,2,0,-52,39,23,8,0,0,0.009478672985781991,0.0,0.1848341232227488,0.10900473933649289,0.0,0.037914691943127965,3
212.0,668,621,2,0,-47,40,23,8,0,0,0.009433962264150943,0.0,0.18867924528301888,0.10849056603773585,0.0,0.03773584905660377,3
213.0,671,629,2,0,-42,40,23,8,0,0,0.009389671361502348,0.0,0.18779342723004694,0.107981220657277,0.0,0.03755868544600939,3
214.0,674,629,2,0,-45,40,24,8,0,0,0.009345794392523364,0.0,0.18691588785046728,0.11214953271028037,0.0,0.037383177570093455,3
215.0,677,632,2,0,-45,40,24,8,0,0,0.009302325581395349,0.0,0.18604651162790697,0.11162790697674418,0.0,0.037209302325581395,3
216.0,680,632,2,0,-48,41,24,8,0,0,0.009259259259259259,0.0,0.18981481481481483,0.1111111111111111,0.0,0.037037037037037035,3
217.0,683,640,2,0,-43,41,24,8,0,0,0.009216589861751152,0.0,0.1889400921658986,0.11059907834101383,0.0,0.03686635944700461,3
218.0,686,640,2,0,-46,41,24,8,0,0,0.009174311926605505,0.0,0.18807339449541285,0.11009174311926606,0.0,0.03669724770642202,3
219.0,689,640,2,0,-49,42,24,8,0,0,0.0091324200913242,0.0,0.1917808219178082,0.1095890410958904,0.0,0.0365296803652968,3
220.0,692,648,2,0,-44,42,24,8,0,0,0.00909090909090909,0.0,0.19090909090909092,0.10909090909090909,0.0,0.03636363636363636,3
221.0,695,648,2,0,-47,42,24,8,0,0,0.00904977375565611,0.0,0.19004524886877827,0.1085972850678733,0.0,0.03619909502262444,3
222.0,698,648,2,0,-50,42,25,8,0,0,0.009009009009009009,0.0,0.1891891891891892,0.11261261261261261,0.0,0.036036036036036036,3
223.0,701,651,2,0,-50,42,25,8,0,0,0.008968609865470852,0.0,0.18834080717488788,0.11210762331838565,0.0,0.03587443946188341,3
224.0,704,651,2,0,-53,42,25,8,0,0,0.008928571428571428,0.0,0.1875,0.11160714285714286,0.0,0.03571428571428571,3
225.0,707,651,2,0,-56,42,25,8,0,0,0.008888888888888889,0.0,0.18666666666666668,0.1111111111111111,0.0,0.035555555555555556,3
226.0,710,651,2,0,-59,43,25,8,0,0,0.008849557522123894,0.0,0.1902654867256637,0.11061946902654868,0.0,0.035398230088495575,3
227.0,713,659,2,0,-54,43,25,8,0,0,0.00881057268722467,0.0,0.1894273127753304,0.11013215859030837,0.0,0.03524229074889868,3
228.0,716,659,2,0,-57,43,25,8,0,0,0.008771929824561403,0.0,0.18859649122807018,0.10964912280701754,0.0,0.03508771929824561,3
229.0,719,659,2,0,-60,44,25,8,0,0,0.008733624454148471,0.0,0.19213973799126638,0.1091703056768559,0.0,0.034934497816593885,3
230.0,722,667,2,0,-55,44,25,8,0,0,0.008695652173913044,0.0,0.19130434782608696,0.10869565217391304,0.0,0.034782608695652174,3
231.0,725,667,2,0,-58,44,26,8,0,0,0.008658008658008658,0.0,0.19047619047619047,0.11255411255411256,0.0,0.03463203463203463,3
232.0,728,670,2,0,-58,44,27,8,0,0,0.008620689655172414,0.0,0.1896551724137931,0.11637931034482758,0.0,0.034482758620689655,3
233.0,731,673,2,0,-58,44,28,8,0,0,0.008583690987124463,0.0,0.1888412017167382,0.12017167381974249,0.0,0.034334763948497854,3
234.0,734,676,2,0,-58,44,28,8,0,0,0.008547008547008548,0.0,0.18803418803418803,0.11965811965811966,0.0,0.03418803418803419,3
235.0,737,676,2,0,-61,45,28,8,0,0,0.00851063829787234,0.0,0.19148936170212766,0.11914893617021277,0.0,0.03404255319148936,3
236.0,740,684,2,0,-56,46,28,8,0,0,0.00847457627118644,0.0,0.19491525423728814,0.11864406779661017,0.0,0.03389830508474576,3
237.0,743,692,2,0,-51,46,28,8,0,0,0.008438818565400843,0.0,0.1940928270042194,0.11814345991561181,0.0,0.03375527426160337,3
238.0,746,692,2,0,-54,46,28,8,0,0,0.008403361344537815,0.0,0.19327731092436976,0.11764705882352941,0.0,0.03361344537815126,3
239.0,749,692,2,0,-57,47,28,8,0,0,0.008368200836820083,0.0,0.19665271966527198,0.11715481171548117,0.0,0.03347280334728033,3
240.0,752,700,2,0,-52,47,28,8,0,0,0.008333333333333333,0.0,0.19583333333333333,0.11666666666666667,0.0,0.03333333333333333,3
241.0,755,700,2,0,-55,47,29,8,0,0,0.008298755186721992,0.0,0.1950207468879668,0.12033195020746888,0.0,0.03319502074688797,3
242.0,758,703,2,0,-55,48,29,8,0,0,0.008264462809917356,0.0,0.19834710743801653,0.11983471074380166,0.0,0.03305785123966942,3
243.0,761,711,2,0,-50,48,29,8,0,0,0.00823045267489712,0.0,0.19753086419753085,0.11934156378600823,0.0,0.03292181069958848,3
