No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
3627.0,11737,13101,17,16,1364,600,499,72,0,6,0.0046870692031982355,0.0044113592500689275,0.1654259718775848,0.13757926661152467,0.0,0.021505376344086023,3
3628.0,11740,13104,17,16,1364,600,499,72,0,6,0.004685777287761852,0.004410143329658214,0.16538037486218302,0.13754134509371554,0.0,0.021499448732083794,3
3629.0,11743,13104,17,16,1361,600,499,72,0,6,0.00468448608432075,0.004408928079360706,0.16533480297602646,0.137503444475062,0.0,0.02149352438688344,3
3630.0,11746,13104,17,16,1358,601,499,72,0,6,0.004683195592286501,0.004407713498622589,0.16556473829201102,0.13746556473829202,0.0,0.021487603305785124,3
3631.0,11749,13112,17,16,1363,601,499,72,0,6,0.00468190581107133,0.004406499586890664,0.16551914073258056,0.13742770586615258,0.0,0.021481685486091986,3
3632.0,11752,13112,17,16,1360,601,499,72,0,6,0.004680616740088106,0.004405286343612335,0.16547356828193832,0.1373898678414097,0.0,0.021475770925110133,3
3633.0,11755,13112,17,16,1357,601,499,72,0,6,0.004679328378750344,0.004404073768235618,0.1654280209193504,0.13735205064684833,0.0,0.021469859620148638,3
3634.0,11758,13112,17,16,1354,601,499,72,0,6,0.004678040726472207,0.004402861860209136,0.16538249862410567,0.13731425426527244,0.0,0.02146395156851954,3
3635.0,11761,13112,17,16,1351,601,500,72,0,6,0.004676753782668501,0.004401650618982118,0.16533700137551582,0.1375515818431912,0.0,0.021458046767537826,3
3636.0,11764,13115,17,16,1351,601,500,72,0,6,0.004675467546754675,0.0044004400440044,0.16529152915291528,0.13751375137513752,0.0,0.02145214521452145,3
3637.0,11767,13115,17,16,1348,601,501,72,0,6,0.004674182018146824,0.004399230134726423,0.16524608193566126,0.1377508935936211,0.0,0.02144624690679131,3
3638.0,11770,13118,17,16,1348,601,501,72,0,6,0.004672897196261682,0.0043980208905992305,0.16520065970313358,0.1377130291368884,0.0,0.021440351841671246,3
3639.0,11773,13118,17,16,1345,601,501,72,0,6,0.004671613080516625,0.004396812311074471,0.16515526243473483,0.13767518549051938,0.0,0.021434460016488046,3
3640.0,11776,13118,17,16,1342,601,502,72,0,6,0.00467032967032967,0.004395604395604396,0.1651098901098901,0.13791208791208792,0.0,0.02142857142857143,3
3641.0,11779,13121,17,16,1342,601,502,72,0,6,0.004669046965119473,0.004394397143641857,0.16506454270804724,0.13787421038176326,0.0,0.021422686075254053,3
3642.0,11782,13121,17,16,1339,601,502,72,0,6,0.004667764964305327,0.004393190554640308,0.16501922020867654,0.13783635365183966,0.0,0.0214168039538715,3
3643.0,11785,13121,17,16,1336,601,502,72,0,6,0.004666483667307164,0.0043919846280538015,0.16497392259127094,0.13779851770518803,0.0,0.021410925061762284,3
3644.0,11788,13121,17,16,1333,601,502,72,0,6,0.004665203073545554,0.0043907793633369925,0.16492864983534578,0.13776070252469813,0.0,0.021405049396267837,3
3645.0,11791,13121,17,16,1330,601,502,72,0,6,0.004663923182441701,0.0043895747599451305,0.16488340192043896,0.13772290809327847,0.0,0.02139917695473251,3
3646.0,11794,13121,17,16,1327,602,502,72,0,6,0.004662643993417444,0.004388370817334065,0.16511245200219418,0.13768513439385627,0.0,0.021393307734503566,3
3647.0,11797,13129,17,16,1332,602,502,72,0,6,0.004661365505895256,0.004387167534960241,0.16506717850287908,0.13764738140937757,0.0,0.021387441732931178,3
3648.0,11800,13129,17,16,1329,602,502,72,0,6,0.004660087719298245,0.0043859649122807015,0.1650219298245614,0.13760964912280702,0.0,0.02138157894736842,3
3649.0,11803,13129,17,16,1326,603,502,72,0,6,0.004658810633050151,0.004384762948753083,0.1652507536311318,0.13757193751712798,0.0,0.02137571937517128,3
3650.0,11806,13137,17,16,1331,603,502,72,0,6,0.004657534246575342,0.004383561643835616,0.1652054794520548,0.13753424657534247,0.0,0.021369863013698632,3
3651.0,11809,13137,17,16,1328,603,502,72,0,6,0.0046562585592988225,0.004382360996987127,0.16516023007395234,0.1374965762804711,0.0,0.021364009860312245,3
3652.0,11812,13137,17,16,1325,603,502,72,0,6,0.004654983570646221,0.004381161007667032,0.16511500547645125,0.13745892661555312,0.0,0.02135815991237678,3
3653.0,11815,13137,17,16,1322,604,502,72,0,6,0.0046537092800438,0.0043799616753353405,0.16534355324390912,0.13742129756364632,0.0,0.021352313167259787,3
3654.0,11818,13145,17,16,1327,604,503,72,0,6,0.004652435686918446,0.004378762999452655,0.16529830322933772,0.13765736179529284,0.0,0.021346469622331693,3
3655.0,11821,13148,17,16,1327,604,503,72,0,6,0.004651162790697674,0.004377564979480164,0.1652530779753762,0.13761969904240767,0.0,0.0213406292749658,3
3656.0,11824,13148,17,16,1324,604,504,72,0,6,0.004649890590809628,0.00437636761487965,0.1652078774617068,0.13785557986870897,0.0,0.021334792122538294,3
3657.0,11827,13151,17,16,1324,604,505,72,0,6,0.004648619086683074,0.004375170905113481,0.1651627016680339,0.13809133169264423,0.0,0.02132895816242822,3
3658.0,11830,13154,17,16,1324,604,505,72,0,6,0.004647348277747403,0.004373974849644614,0.1651175505740842,0.13805358119190814,0.0,0.021323127392017496,3
3659.0,11833,13154,17,16,1321,604,505,72,0,6,0.004646078163432632,0.004372779447936594,0.16507242415960646,0.13801585132549876,0.0,0.0213172998086909,3
3660.0,11836,13154,17,16,1318,605,505,72,0,6,0.004644808743169399,0.004371584699453552,0.16530054644808742,0.13797814207650272,0.0,0.021311475409836064,3
3661.0,11839,13162,17,16,1323,605,505,72,0,6,0.004643540016388965,0.004370390603660202,0.1652553947009014,0.13794045342802513,0.0,0.021305654192843484,3
3662.0,11842,13162,17,16,1320,605,505,72,0,6,0.004642271982523211,0.004369197160021846,0.16521026761332605,0.1379027853631895,0.0,0.0212998361551065,3
3663.0,11845,13162,17,16,1317,605,505,72,0,6,0.004641004641004641,0.004368004368004368,0.16516516516516516,0.13786513786513788,0.0,0.021294021294021293,3
3664.0,11848,13162,17,16,1314,606,505,72,0,6,0.004639737991266376,0.004366812227074236,0.1653930131004367,0.13782751091703058,0.0,0.0212882096069869,3
3665.0,11851,13170,17,16,1319,606,505,72,0,6,0.004638472032742156,0.0043656207366985,0.16534788540245565,0.1377899045020464,0.0,0.021282401091405185,3
3666.0,11854,13170,17,16,1316,606,505,72,0,6,0.004637206764866339,0.00436442989634479,0.16530278232405893,0.13775231860338244,0.0,0.02127659574468085,3
3667.0,11857,13170,17,16,1313,606,505,72,0,6,0.004635942187073902,0.00436323970548132,0.165257703845105,0.13771475320425416,0.0,0.021270793564221433,3
3668.0,11860,13170,17,16,1310,606,505,72,0,6,0.004634678298800436,0.004362050163576881,0.16521264994547438,0.13767720828789531,0.0,0.021264994547437296,3
3669.0,11863,13170,17,16,1307,606,505,72,0,6,0.0046334150994821474,0.004360861270100845,0.1651676206050695,0.13763968383755792,0.0,0.02125919869174162,3
3670.0,11866,13170,17,16,1304,606,505,72,0,6,0.004632152588555858,0.004359673024523161,0.1651226158038147,0.13760217983651227,0.0,0.02125340599455041,3
3671.0,11869,13170,17,16,1301,606,505,72,0,6,0.004630890765459003,0.004358485426314356,0.16507763552165622,0.13756469626804685,0.0,0.021247616453282485,3
3672.0,11872,13170,17,16,1298,606,505,72,0,6,0.004629629629629629,0.004357298474945534,0.1650326797385621,0.1375272331154684,0.0,0.021241830065359478,3
3673.0,11875,13170,17,16,1295,606,505,72,0,6,0.004628369180506398,0.004356112169888375,0.16498774843452219,0.13748979036210182,0.0,0.021236046828205825,3
3674.0,11878,13170,17,16,1292,606,505,72,0,6,0.004627109417528579,0.004354926510615134,0.16494284158954817,0.13745236799129015,0.0,0.021230266739248774,3
3675.0,11881,13170,17,16,1289,606,505,72,0,6,0.004625850340136055,0.004353741496598639,0.16489795918367348,0.13741496598639455,0.0,0.02122448979591837,3
3676.0,11884,13170,17,16,1286,606,505,72,0,6,0.004624591947769314,0.004352557127312296,0.1648531011969532,0.13737758433079433,0.0,0.021218715995647442,3
3677.0,11887,13170,17,16,1283,606,506,72,0,6,0.004623334239869459,0.004351373402230079,0.16480826760946424,0.13761218384552623,0.0,0.021212945335871633,3
3678.0,11890,13173,17,16,1283,606,506,72,0,6,0.004622077215878194,0.004350190320826536,0.16476345840130505,0.1375747688961392,0.0,0.021207177814029365,3
3679.0,11893,13173,17,16,1280,606,506,72,0,6,0.0046208208752378365,0.004349007882576787,0.1647186735525958,0.1375373742864909,0.0,0.02120141342756184,3
3680.0,11896,13173,17,16,1277,606,506,72,0,6,0.004619565217391305,0.004347826086956522,0.16467391304347825,0.1375,0.0,0.021195652173913043,3
3681.0,11899,13173,17,16,1274,606,506,72,0,6,0.004618310241782124,0.004346644933441999,0.16462917685411574,0.13746264602010325,0.0,0.021189894050529748,3
3682.0,11902,13173,17,16,1271,606,506,72,0,6,0.004617055947854427,0.0043454644215100485,0.1645844649646931,0.1374253123302553,0.0,0.021184139054861488,3
3683.0,11905,13173,17,16,1268,606,506,72,0,6,0.004615802335052946,0.004344284550638067,0.16453977735541678,0.13738799891392886,0.0,0.021178387184360575,3
3684.0,11908,13173,17,16,1265,606,506,72,0,6,0.004614549402823019,0.004343105320304018,0.16449511400651465,0.13735070575461455,0.0,0.021172638436482084,3
3685.0,11911,13173,17,16,1262,606,506,72,0,6,0.004613297150610584,0.004341926729986432,0.16445047489823608,0.1373134328358209,0.0,0.021166892808683852,3
3686.0,11914,13173,17,16,1259,606,507,72,0,6,0.004612045577862181,0.004340748779164406,0.16440586001085186,0.13754747693977212,0.0,0.021161150298426478,3
3687.0,11917,13176,17,16,1259,606,508,72,0,6,0.004610794684024953,0.0043395714673176026,0.1643612693246542,0.13778139408733386,0.0,0.02115541090317331,3
3688.0,11920,13179,17,16,1259,606,508,72,0,6,0.004609544468546637,0.004338394793926247,0.1643167028199566,0.13774403470715835,0.0,0.021149674620390455,3
3689.0,11923,13179,17,16,1256,606,508,72,0,6,0.004608294930875576,0.00433721875847113,0.16427216047709406,0.1377066955814584,0.0,0.02114394144754676,3
3690.0,11926,13179,17,16,1253,606,508,72,0,6,0.004607046070460705,0.004336043360433604,0.16422764227642275,0.13766937669376694,0.0,0.02113821138211382,3
3691.0,11929,13179,17,16,1250,606,508,72,0,6,0.004605797886751558,0.004334868599295584,0.16418314819832025,0.13763207802763477,0.0,0.02113248442156597,3
3692.0,11932,13179,17,16,1247,606,508,72,0,6,0.004604550379198266,0.004333694474539545,0.16413867822318526,0.13759479956663057,0.0,0.02112676056338028,3
3693.0,11935,13179,17,16,1244,607,508,72,0,6,0.004603303547251557,0.004332520985648524,0.1643650148930409,0.13755754129434064,0.0,0.021121039805036556,3
3694.0,11938,13187,17,16,1249,607,508,72,0,6,0.0046020573903627505,0.004331348132106118,0.16432051976177586,0.13752030319436925,0.0,0.021115322144017325,3
3695.0,11941,13187,17,16,1246,608,508,72,0,6,0.004600811907983762,0.004330175913396482,0.1645466847090663,0.13748308525033828,0.0,0.02110960757780785,3
3696.0,11944,13195,17,16,1251,608,508,72,0,6,0.0045995670995671,0.004329004329004329,0.1645021645021645,0.13744588744588745,0.0,0.021103896103896104,3
3697.0,11947,13195,17,16,1248,608,508,72,0,6,0.004598322964565864,0.004327833378414931,0.16445766837976739,0.13740870976467406,0.0,0.021098187719772787,3
3698.0,11950,13195,17,16,1245,608,508,72,0,6,0.004597079502433748,0.004326663061114116,0.1644131963223364,0.13737155219037317,0.0,0.021092482422931314,3
3699.0,11953,13195,17,16,1242,608,508,72,0,6,0.0045958367126250335,0.004325493376588267,0.16436874831035414,0.13733441470667748,0.0,0.021086780210867802,3
3700.0,11956,13195,17,16,1239,608,508,72,0,6,0.0045945945945945945,0.004324324324324324,0.1643243243243243,0.1372972972972973,0.0,0.02108108108108108,3
3701.0,11959,13195,17,16,1236,608,509,72,0,6,0.0045933531477978925,0.004323155903809781,0.16427992434477168,0.13753039718994867,0.0,0.021075385031072685,3
3702.0,11962,13198,17,16,1236,608,509,72,0,6,0.004592112371690978,0.004321988114532685,0.16423554835224202,0.13749324689357104,0.0,0.02106969205834684,3
3703.0,11965,13198,17,16,1233,608,509,72,0,6,0.004590872265730489,0.004320820955981636,0.1641911963273022,0.1374561166621658,0.0,0.02106400216041048,3
3704.0,11968,13198,17,16,1230,608,509,72,0,6,0.00458963282937365,0.004319654427645789,0.16414686825053995,0.13741900647948163,0.0,0.021058315334773217,3
3705.0,11971,13198,17,16,1227,608,510,72,0,6,0.004588394062078272,0.004318488529014845,0.1641025641025641,0.13765182186234817,0.0,0.021052631578947368,3
3706.0,11974,13201,17,16,1227,608,510,72,0,6,0.0045871559633027525,0.004317323259579061,0.1640582838640043,0.13761467889908258,0.0,0.021046950890447922,3
3707.0,11977,13201,17,16,1224,608,510,72,0,6,0.004585918532506069,0.004316158618829242,0.1640140275155112,0.1375775559751821,0.0,0.021041273266792556,3
3708.0,11980,13201,17,16,1221,608,510,72,0,6,0.004584681769147788,0.004314994606256742,0.16396979503775622,0.13754045307443366,0.0,0.021035598705501618,3
3709.0,11983,13201,17,16,1218,609,510,72,0,6,0.004583445672688056,0.004313831221353465,0.16419520086276623,0.13750337018064168,0.0,0.021029927204098138,3
3710.0,11986,13209,17,16,1223,609,510,72,0,6,0.004582210242587601,0.00431266846361186,0.1641509433962264,0.13746630727762804,0.0,0.021024258760107817,3
3711.0,11989,13209,17,16,1220,609,510,72,0,6,0.004580975478307734,0.004311506332524926,0.16410670978173,0.137429264349232,0.0,0.021018593371059015,3
3712.0,11992,13209,17,16,1217,609,510,72,0,6,0.0045797413793103444,0.004310344827586207,0.1640625,0.13739224137931033,0.0,0.02101293103448276,3
3713.0,11995,13209,17,16,1214,609,510,72,0,6,0.004578507945057905,0.0043091839482897925,0.16401831403178024,0.13735523835173713,0.0,0.02100727174791274,3
3714.0,11998,13209,17,16,1211,609,510,72,0,6,0.0045772751750134625,0.004308023694130318,0.16397415185783523,0.13731825525040386,0.0,0.0210016155088853,3
3715.0,12001,13209,17,16,1208,609,510,72,0,6,0.004576043068640646,0.004306864064602961,0.1639300134589502,0.13728129205921938,0.0,0.020995962314939436,3
3716.0,12004,13209,17,16,1205,609,510,72,0,6,0.00457481162540366,0.004305705059203444,0.1638858988159311,0.1372443487621098,0.0,0.02099031216361679,3
3717.0,12007,13209,17,16,1202,609,510,72,0,6,0.0045735808447672855,0.004304546677428033,0.1638418079096045,0.13720742534301855,0.0,0.020984665052461663,3
3718.0,12010,13209,17,16,1199,609,510,72,0,6,0.00457235072619688,0.004303388918773534,0.16379774072081765,0.1371705217859064,0.0,0.02097902097902098,3
3719.0,12013,13209,17,16,1196,609,510,72,0,6,0.004571121269158376,0.004302231782737295,0.16375369723043828,0.1371336380747513,0.0,0.020973379940844313,3
3720.0,12016,13209,17,16,1193,610,510,72,0,6,0.00456989247311828,0.004301075268817204,0.1639784946236559,0.13709677419354838,0.0,0.020967741935483872,3
3721.0,12019,13217,17,16,1198,611,510,72,0,6,0.004568664337543671,0.00429991937651169,0.16420317119054018,0.13705993012631013,0.0,0.02096210696049449,3
3722.0,12022,13225,17,16,1203,611,510,72,0,6,0.0045674368619022035,0.004298764105319721,0.16415905427189684,0.1370231058570661,0.0,0.02095647501343364,3
3723.0,12025,13225,17,16,1200,612,510,72,0,6,0.0045662100456621,0.0042976094547408005,0.1643835616438356,0.136986301369863,0.0,0.020950846091861403,3
3724.0,12028,13233,17,16,1205,612,510,72,0,6,0.004564983888292159,0.004296455424274973,0.16433941997851773,0.13694951664876476,0.0,0.020945220193340493,3
3725.0,12031,13233,17,16,1202,612,510,72,0,6,0.004563758389261745,0.004295302013422818,0.16429530201342282,0.13691275167785236,0.0,0.02093959731543624,3
3726.0,12034,13233,17,16,1199,612,510,72,0,6,0.004562533548040795,0.0042941492216854536,0.1642512077294686,0.13687600644122383,0.0,0.020933977455716585,3
3727.0,12037,13233,17,16,1196,612,510,73,0,6,0.004561309364099812,0.004292997048564529,0.16420713710759324,0.13683928092299436,0.0,0.02119667292728736,3
3728.0,12040,13235,17,16,1195,612,510,73,0,6,0.0045600858369098714,0.004291845493562232,0.16416309012875535,0.13680257510729613,0.0,0.02119098712446352,3
3729.0,12043,13235,17,16,1192,612,510,73,0,6,0.004558862965942612,0.004290694556181282,0.16411906677393404,0.13676588897827835,0.0,0.02118530437114508,3
3730.0,12046,13235,17,16,1189,612,510,73,0,6,0.004557640750670241,0.004289544235924933,0.1640750670241287,0.13672922252010725,0.0,0.021179624664879357,3
3731.0,12049,13235,17,16,1186,612,510,74,0,6,0.004556419190565532,0.004288394532296971,0.16403109086035916,0.13669257571696597,0.0,0.021441972661484857,3
3732.0,12052,13237,17,16,1185,612,511,74,0,6,0.004555198285101822,0.004287245444801715,0.1639871382636656,0.13692390139335478,0.0,0.021436227224008574,3
3733.0,12055,13240,17,16,1185,613,511,74,0,6,0.004553978033753014,0.004286096972944013,0.1642110902759175,0.1368872220733994,0.0,0.021430484864720063,3
3734.0,12058,13248,17,16,1190,613,512,74,0,6,0.0045527584359935725,0.004284949116229245,0.16416711301553294,0.13711837171933583,0.0,0.021424745581146223,3
3735.0,12061,13251,17,16,1190,613,513,74,0,6,0.004551539491298527,0.00428380187416332,0.1641231593038822,0.13734939759036144,0.0,0.0214190093708166,3
3736.0,12064,13254,17,16,1190,613,513,74,0,6,0.004550321199143469,0.004282655246252677,0.16407922912205566,0.13731263383297646,0.0,0.021413276231263382,3
3737.0,12067,13254,17,16,1187,613,513,74,0,6,0.004549103559004549,0.004281509232004281,0.16403532245116403,0.13727588975113728,0.0,0.02140754616002141,3
3738.0,12070,13254,17,16,1184,613,513,74,0,6,0.00454788657035848,0.004280363830925628,0.16399143927233814,0.13723916532905298,0.0,0.021401819154628143,3
3739.0,12073,13254,17,16,1181,613,513,74,0,6,0.004546670232682536,0.004279219042524739,0.16394757956672906,0.13720246055094945,0.0,0.021396095212623697,3
3740.0,12076,13254,17,16,1178,613,513,74,0,6,0.004545454545454545,0.0042780748663101605,0.16390374331550803,0.13716577540106953,0.0,0.0213903743315508,3
3741.0,12079,13254,17,16,1175,613,513,74,0,6,0.0045442395081529,0.004276931301790965,0.16385993049986636,0.13712910986367283,0.0,0.021384656508954825,3
3742.0,12082,13254,17,16,1172,613,513,74,0,6,0.004543025120256547,0.00427578834847675,0.1638161411010155,0.1370924639230358,0.0,0.021378941742383754,3
3743.0,12085,13254,17,16,1169,613,513,74,0,6,0.004541811381244991,0.004274646005877639,0.16377237510018702,0.13705583756345177,0.0,0.02137323002938819,3
3744.0,12088,13254,17,16,1166,613,513,74,0,6,0.004540598290598291,0.004273504273504274,0.16372863247863248,0.13701923076923078,0.0,0.021367521367521368,3
3745.0,12091,13254,17,16,1163,613,513,74,0,6,0.0045393858477970625,0.004272363150867824,0.1636849132176235,0.1369826435246996,0.0,0.021361815754339118,3
3746.0,12094,13254,17,16,1160,613,513,74,0,6,0.004538174052322477,0.004271222637479978,0.16364121729845169,0.13694607581420182,0.0,0.021356113187399894,3
3747.0,12097,13254,17,16,1157,613,513,74,0,6,0.004536962903656259,0.004270082732852949,0.1635975447024286,0.13690952762209768,0.0,0.021350413664264746,3
3748.0,12100,13254,17,16,1154,613,513,74,0,6,0.004535752401280683,0.004268943436499467,0.1635538954108858,0.13687299893276414,0.0,0.021344717182497332,3
3749.0,12103,13254,17,16,1151,613,513,74,0,6,0.004534542544678581,0.004267804747932782,0.1635102694051747,0.1368364897305948,0.0,0.021339023739663912,3
3750.0,12106,13254,17,16,1148,614,513,74,0,6,0.004533333333333334,0.004266666666666667,0.16373333333333334,0.1368,0.0,0.021333333333333333,3
3751.0,12109,13262,17,16,1153,614,513,74,0,6,0.0045321247667288725,0.004265529192215409,0.16368968275126633,0.13676352972540656,0.0,0.021327645961077047,3
3752.0,12112,13262,17,16,1150,614,514,74,0,6,0.00453091684434968,0.0042643923240938165,0.1636460554371002,0.13699360341151387,0.0,0.021321961620469083,3
3753.0,12115,13265,17,16,1150,614,514,74,0,6,0.0045297095656807885,0.004263256061817213,0.16360245137223556,0.13695710098587796,0.0,0.021316280309086066,3
3754.0,12118,13265,17,16,1147,614,514,74,0,6,0.004528502930207778,0.004262120404901438,0.1635588705380927,0.13692061800745872,0.0,0.021310602024507193,3
3755.0,12121,13265,17,16,1144,614,514,74,0,6,0.004527296937416778,0.004260985352862849,0.16351531291611185,0.13688415446071905,0.0,0.02130492676431425,3
3756.0,12124,13265,17,16,1141,614,514,74,0,6,0.004526091586794462,0.004259850905218318,0.16347177848775293,0.13684771033013846,0.0,0.021299254526091587,3
3757.0,12127,13265,17,16,1138,614,514,74,0,6,0.004524886877828055,0.004258717061485228,0.1634282672344956,0.13681128560021294,0.0,0.021293585307426137,3
3758.0,12130,13265,17,16,1135,614,514,74,0,6,0.004523682810005322,0.004257583821181479,0.16338477913783928,0.13677488025545503,0.0,0.021287919105907396,3
3759.0,12133,13265,17,16,1132,614,514,74,0,6,0.004522479382814578,0.004256451183825486,0.163341314179303,0.13673849428039372,0.0,0.021282255919127427,3
3760.0,12136,13265,17,16,1129,614,514,74,0,6,0.0045212765957446804,0.00425531914893617,0.16329787234042553,0.13670212765957446,0.0,0.02127659574468085,3
3761.0,12139,13265,17,16,1126,614,514,74,0,6,0.00452007444828503,0.00425418771603297,0.16325445360276522,0.13666578037755917,0.0,0.02127093858016485,3
3762.0,12142,13265,17,16,1123,614,514,74,0,6,0.004518872939925572,0.004253056884635832,0.16321105794790006,0.1366294524189261,0.0,0.02126528442317916,3
3763.0,12145,13265,17,16,1120,614,514,74,0,6,0.00451767207015679,0.004251926654265214,0.1631676853574276,0.13659314376827,0.0,0.02125963327132607,3
3764.0,12148,13265,17,16,1117,614,515,74,0,6,0.004516471838469713,0.004250797024442083,0.16312433581296493,0.13682252922422955,0.0,0.021253985122210415,3
3765.0,12151,13268,17,16,1117,614,515,74,0,6,0.0045152722443559095,0.004249667994687915,0.16308100929614874,0.13678618857901725,0.0,0.021248339973439574,3
3766.0,12154,13268,17,16,1114,614,515,74,0,6,0.004514073287307488,0.004248539564524694,0.16303770578863516,0.13674986723313862,0.0,0.021242697822623474,3
3767.0,12157,13268,17,16,1111,614,515,74,0,6,0.004512874966817096,0.004247411733474914,0.1629944252720998,0.1367135651712238,0.0,0.02123705866737457,3
3768.0,12160,13268,17,16,1108,614,515,74,0,6,0.004511677282377919,0.004246284501061571,0.16295116772823778,0.13667728237791932,0.0,0.021231422505307854,3
3769.0,12163,13268,17,16,1105,614,515,74,0,6,0.004510480233483683,0.0042451578668081715,0.1629079331387636,0.13664101883788804,0.0,0.02122578933404086,3
3770.0,12166,13268,17,16,1102,615,515,74,0,6,0.004509283819628647,0.004244031830238726,0.16312997347480107,0.13660477453580902,0.0,0.021220159151193633,3
3771.0,12169,13276,17,16,1107,615,515,74,0,6,0.004508088040307611,0.0042429063908777515,0.16308671439936356,0.1365685494563776,0.0,0.021214531954388757,3
3772.0,12172,13276,17,16,1104,615,516,74,0,6,0.004506892895015907,0.0042417815482502655,0.16304347826086957,0.13679745493107104,0.0,0.021208907741251327,3
3773.0,12175,13279,17,16,1104,615,516,74,0,6,0.004505698383249403,0.004240657301881791,0.16300026504108137,0.13676119798568778,0.0,0.021203286509408958,3
3774.0,12178,13279,17,16,1101,615,516,74,0,6,0.0045045045045045045,0.0042395336512983575,0.16295707472178061,0.13672496025437203,0.0,0.021197668256491786,3
3775.0,12181,13279,17,16,1098,615,517,74,0,6,0.004503311258278146,0.00423841059602649,0.1629139072847682,0.13695364238410596,0.0,0.02119205298013245,3
3776.0,12184,13282,17,16,1098,615,518,74,0,6,0.004502118644067797,0.00423728813559322,0.1628707627118644,0.1371822033898305,0.0,0.0211864406779661,3
3777.0,12187,13285,17,16,1098,615,519,74,0,6,0.004500926661371459,0.004236166269526079,0.16282764098490865,0.1374106433677522,0.0,0.021180831347630394,3
3778.0,12190,13288,17,16,1098,615,519,74,0,6,0.004499735309687666,0.004235044997353097,0.16278454208575965,0.13737427210164108,0.0,0.021175224986765485,3
3779.0,12193,13288,17,16,1095,616,519,74,0,6,0.00449854458851548,0.004233924318602805,0.163006086266208,0.1373379200846785,0.0,0.021169621593014026,3
3780.0,12196,13296,17,16,1100,616,519,74,0,6,0.004497354497354497,0.004232804232804233,0.16296296296296298,0.1373015873015873,0.0,0.021164021164021163,3
3781.0,12199,13296,17,16,1097,616,519,74,0,6,0.00449616503570484,0.004231684739486909,0.16291986247024598,0.1372652737371066,0.0,0.02115842369743454,3
3782.0,12202,13296,17,16,1094,616,520,74,0,6,0.004494976203067161,0.004230565838180857,0.16287678476996298,0.13749338974087785,0.0,0.021152829190904283,3
3783.0,12205,13299,17,16,1094,616,520,74,0,6,0.004493787998942638,0.0042294475284166,0.16283372984403913,0.13745704467353953,0.0,0.021147237642083004,3
3784.0,12208,13299,17,16,1091,616,520,74,0,6,0.004492600422832981,0.004228329809725159,0.16279069767441862,0.13742071881606766,0.0,0.021141649048625793,3
3785.0,12211,13299,17,16,1088,616,520,74,0,6,0.004491413474240423,0.004227212681638045,0.16274768824306474,0.13738441215323646,0.0,0.021136063408190225,3
3786.0,12214,13299,17,16,1085,616,520,74,0,6,0.004490227152667723,0.004226096143687269,0.16270470153195984,0.13734812466983623,0.0,0.021130480718436345,3
3787.0,12217,13299,17,16,1082,617,520,74,0,6,0.004489041457618167,0.004224980195405334,0.16292579878531818,0.13731185635067336,0.0,0.02112490097702667,3
3788.0,12220,13307,17,16,1087,617,520,74,0,6,0.004487856388595565,0.004223864836325237,0.16288278775079199,0.13727560718057022,0.0,0.021119324181626188,3
3789.0,12223,13307,17,16,1084,618,520,74,0,6,0.0044866719451042494,0.00422275006598047,0.16310372129849565,0.13723937714436527,0.0,0.02111375032990235,3
3790.0,12226,13315,17,16,1089,618,520,74,0,6,0.004485488126649077,0.004221635883905013,0.16306068601583112,0.13720316622691292,0.0,0.021108179419525065,3
3791.0,12229,13315,17,16,1086,618,520,74,0,6,0.004484304932735426,0.0042205222896333425,0.16301767343708784,0.13716697441308362,0.0,0.021102611448166712,3
3792.0,12232,13315,17,16,1083,618,520,74,0,6,0.004483122362869198,0.004219409282700422,0.1629746835443038,0.1371308016877637,0.0,0.02109704641350211,3
3793.0,12235,13315,17,16,1080,618,520,74,0,6,0.004481940416556815,0.004218296862641709,0.16293171631953599,0.13709464803585553,0.0,0.021091484313208543,3
3794.0,12238,13315,17,16,1077,619,520,74,0,6,0.0044807590933052185,0.004217185028993147,0.16315234580917237,0.1370585134422773,0.0,0.021085925144965736,3
3795.0,12241,13323,17,16,1082,619,520,74,0,6,0.0044795783926218705,0.004216073781291172,0.16310935441370225,0.1370223978919631,0.0,0.021080368906455864,3
3796.0,12244,13323,17,16,1079,619,520,74,0,6,0.004478398314014752,0.004214963119072708,0.1630663856691254,0.136986301369863,0.0,0.02107481559536354,3
3797.0,12247,13323,17,16,1076,619,520,74,0,6,0.004477218856992362,0.004213853041875165,0.16302343955754542,0.13695022386094285,0.0,0.021069265209375822,3
3798.0,12250,13323,17,16,1073,619,520,74,0,6,0.004476040021063717,0.00421274354923644,0.16298051606108477,0.1369141653501843,0.0,0.021063717746182202,3
3799.0,12253,13323,17,16,1070,619,520,74,0,6,0.004474861805738352,0.0042116346406949196,0.1629376151618847,0.13687812582258488,0.0,0.021058173203474598,3
3800.0,12256,13323,17,16,1067,619,520,74,0,6,0.0044736842105263155,0.004210526315789474,0.16289473684210526,0.1368421052631579,0.0,0.021052631578947368,3
