No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
4189.0,13149,12168,6,13,719,571,81,0,5,1
4190.0,13152,12168,6,13,719,571,81,0,5,1
4191.0,13155,12168,6,13,719,571,81,0,5,1
4192.0,13158,12168,6,13,719,571,81,0,5,1
4193.0,13161,12168,6,13,719,572,81,0,5,1
4194.0,13164,12171,6,13,719,573,81,0,5,1
4195.0,13167,12174,6,13,720,573,81,0,5,1
4196.0,13170,12182,6,13,720,573,81,0,5,1
4197.0,13173,12182,6,13,721,573,81,0,5,1
4198.0,13176,12190,6,13,721,573,81,0,5,1
4199.0,13179,12190,6,13,722,573,81,0,5,1
4200.0,13182,12198,6,13,723,573,81,0,5,1
4201.0,13185,12206,6,13,724,573,81,0,5,1
4202.0,13188,12214,6,13,724,573,81,0,5,1
4203.0,13191,12214,6,13,724,573,81,0,5,1
4204.0,13194,12214,6,13,725,573,81,0,5,1
4205.0,13197,12222,6,13,725,573,81,0,5,1
4206.0,13200,12222,6,13,726,573,81,0,5,1
4207.0,13203,12230,6,13,726,573,81,0,5,1
4208.0,13206,12230,6,13,727,573,81,0,5,1
4209.0,13209,12238,6,13,728,573,81,0,5,1
4210.0,13212,12246,6,13,728,573,81,0,5,1
4211.0,13215,12246,6,13,728,573,81,0,5,1
4212.0,13218,12246,6,13,729,573,81,0,5,1
4213.0,13221,12254,6,13,729,573,81,0,5,1
4214.0,13224,12254,6,13,729,573,81,0,5,1
4215.0,13227,12254,6,13,729,573,81,0,5,1
4216.0,13230,12254,6,13,729,573,81,0,5,1
4217.0,13233,12254,6,13,729,573,81,0,5,1
4218.0,13236,12254,6,13,730,573,81,0,5,1
4219.0,13239,12262,6,13,730,573,81,0,5,1
4220.0,13242,12262,6,13,730,574,81,0,5,1
4221.0,13245,12265,6,13,730,574,81,0,5,1
4222.0,13248,12265,6,13,730,574,81,0,5,1
4223.0,13251,12265,6,13,730,575,81,0,5,1
4224.0,13254,12268,6,13,731,575,81,0,5,1
4225.0,13257,12276,6,13,731,575,81,0,5,1
4226.0,13260,12276,6,13,732,575,81,0,5,1
4227.0,13263,12284,6,13,733,575,81,0,5,1
4228.0,13266,12292,6,13,733,575,81,0,5,1
4229.0,13269,12292,6,13,733,575,81,0,5,1
4230.0,13272,12292,6,13,733,575,81,0,5,1
4231.0,13275,12292,6,13,733,575,81,0,5,1
4232.0,13278,12292,6,13,733,575,81,0,5,1
4233.0,13281,12292,6,13,733,575,81,0,5,1
4234.0,13284,12292,6,13,734,575,81,0,5,1
4235.0,13287,12300,6,13,734,575,81,0,5,1
4236.0,13290,12300,6,13,734,575,81,0,5,1
4237.0,13293,12300,6,13,734,575,81,0,5,1
4238.0,13296,12300,6,13,734,576,81,0,5,1
4239.0,13299,12303,6,13,734,577,81,0,5,1
4240.0,13302,12306,6,13,734,577,81,0,5,1
4241.0,13305,12306,6,13,734,577,81,0,5,1
4242.0,13308,12306,6,13,735,577,81,0,5,1
4243.0,13311,12314,6,13,735,577,81,0,5,1
4244.0,13314,12314,6,13,736,577,81,0,5,1
4245.0,13317,12322,6,13,736,577,81,0,5,1
4246.0,13320,12322,6,13,736,577,81,0,5,1
4247.0,13323,12322,6,13,736,578,81,0,5,1
4248.0,13326,12325,6,13,737,578,81,0,5,1
4249.0,13329,12333,6,13,738,578,81,0,5,1
4250.0,13332,12341,6,13,738,578,81,0,5,1
4251.0,13335,12341,6,13,738,578,81,0,5,1
4252.0,13338,12341,6,13,739,578,81,0,5,1
4253.0,13341,12349,6,13,739,578,82,0,5,1
4254.0,13344,12351,6,13,739,578,82,0,5,1
4255.0,13347,12351,6,13,739,578,82,0,5,1
4256.0,13350,12351,6,13,739,578,82,0,5,1
4257.0,13353,12351,6,13,739,578,82,0,5,1
4258.0,13356,12351,6,13,739,578,82,0,5,1
4259.0,13359,12351,6,13,739,578,82,0,5,1
4260.0,13362,12351,6,13,739,578,82,0,5,1
4261.0,13365,12351,6,13,739,578,82,0,5,1
4262.0,13368,12351,6,13,740,578,82,0,5,1
4263.0,13371,12359,6,13,741,578,82,0,5,1
4264.0,13374,12367,6,13,741,578,82,0,5,1
4265.0,13377,12367,6,13,741,578,82,0,5,1
4266.0,13380,12367,6,13,741,578,82,0,5,1
4267.0,13383,12367,6,13,741,579,82,0,5,1
4268.0,13386,12370,6,13,742,579,82,0,5,1
4269.0,13389,12378,6,13,743,579,82,0,5,1
4270.0,13392,12386,6,13,743,579,83,0,5,1
4271.0,13395,12388,6,13,743,579,83,0,5,1
4272.0,13398,12388,6,13,743,579,83,0,5,1
4273.0,13401,12388,6,13,744,579,83,0,5,1
4274.0,13404,12396,6,13,744,579,83,0,5,1
4275.0,13407,12396,6,13,744,579,83,0,5,1
4276.0,13410,12396,6,13,745,579,83,0,5,1
4277.0,13413,12404,6,13,746,579,83,0,5,1
4278.0,13416,12412,6,13,746,579,83,0,5,1
4279.0,13419,12412,6,13,746,579,83,0,5,1
4280.0,13422,12412,6,13,746,579,83,0,5,1
4281.0,13425,12412,6,13,746,579,83,0,5,1
4282.0,13428,12412,6,13,746,579,83,0,5,1
4283.0,13431,12412,6,13,746,579,83,0,5,1
4284.0,13434,12412,6,13,746,579,83,0,5,1
4285.0,13437,12412,6,13,746,579,83,0,5,1
4286.0,13440,12412,6,13,747,579,83,0,5,1
4287.0,13443,12420,6,13,747,579,83,0,5,1
4288.0,13446,12420,6,13,747,579,83,0,5,1
4289.0,13449,12420,6,13,747,579,83,0,5,1
4290.0,13452,12420,6,13,747,580,83,0,5,1
4291.0,13455,12423,6,13,747,580,83,0,5,1
4292.0,13458,12423,6,13,748,580,83,0,5,1
4293.0,13461,12431,6,13,748,580,83,0,5,1
4294.0,13464,12431,6,13,748,580,83,0,5,1
4295.0,13467,12431,6,13,748,580,83,0,5,1
4296.0,13470,12431,6,13,748,580,84,0,5,1
4297.0,13473,12433,6,13,748,580,84,0,5,1
4298.0,13476,12433,6,13,748,580,84,0,5,1
4299.0,13479,12433,6,13,748,580,84,0,5,1
4300.0,13482,12433,6,13,748,580,84,0,5,1
4301.0,13483,12433,7,13,748,580,84,0,5,1
4302.0,13502,12545,7,13,749,580,84,0,5,1
4303.0,13505,12553,7,13,750,580,84,0,5,1
4304.0,13508,12561,7,13,750,580,84,0,5,1
4305.0,13511,12561,7,13,750,580,84,0,5,1
4306.0,13514,12561,7,13,750,580,84,0,5,1
4307.0,13517,12561,7,13,750,580,84,0,5,1
4308.0,13520,12561,7,13,750,580,84,0,5,1
4309.0,13523,12561,7,13,750,580,84,0,5,1
4310.0,13526,12561,7,13,750,580,84,0,5,1
4311.0,13529,12561,7,13,750,580,84,0,5,1
4312.0,13532,12561,7,13,750,580,84,0,5,1
4313.0,13535,12561,7,13,750,580,84,0,5,1
4314.0,13538,12561,7,13,750,580,84,0,5,1
4315.0,13541,12561,7,13,751,580,84,0,5,1
4316.0,13544,12569,7,13,751,580,84,0,5,1
4317.0,13547,12569,7,13,752,580,84,0,5,1
4318.0,13550,12577,7,13,752,580,84,0,5,1
4319.0,13553,12577,7,13,752,580,84,0,5,1
4320.0,13556,12577,7,13,752,580,84,0,5,1
4321.0,13559,12577,7,13,752,580,84,0,5,1
4322.0,13562,12577,7,13,752,580,84,0,5,1
4323.0,13565,12577,7,13,752,580,84,0,5,1
4324.0,13568,12577,7,13,752,580,84,0,5,1
4325.0,13571,12577,7,13,752,581,84,0,5,1
4326.0,13574,12580,7,13,753,581,84,0,5,1
4327.0,13577,12588,7,13,753,581,84,0,5,1
4328.0,13580,12588,7,13,753,581,84,0,5,1
4329.0,13583,12588,7,13,753,581,84,0,5,1
4330.0,13586,12588,7,13,753,581,84,0,5,1
4331.0,13589,12588,7,13,753,582,84,0,5,1
4332.0,13592,12591,7,13,753,582,84,0,5,1
4333.0,13595,12591,7,13,753,582,84,0,5,1
4334.0,13598,12591,7,13,753,582,84,0,5,1
4335.0,13601,12591,7,13,753,582,84,0,5,1
4336.0,13604,12591,7,13,753,582,84,0,5,1
4337.0,13607,12591,7,13,753,582,84,0,5,1
4338.0,13610,12591,7,13,753,582,84,0,5,1
4339.0,13613,12591,7,13,753,582,84,0,5,1
4340.0,13616,12591,7,13,753,582,84,0,5,1
4341.0,13619,12591,7,13,753,582,84,0,5,1
4342.0,13622,12591,7,13,753,582,85,0,5,1
4343.0,13625,12593,7,13,754,582,85,0,5,1
4344.0,13628,12601,7,13,755,582,85,0,5,1
4345.0,13631,12609,7,13,755,582,85,0,5,1
4346.0,13634,12609,7,13,755,582,85,0,5,1
4347.0,13637,12609,7,13,755,582,85,0,5,1
4348.0,13640,12609,7,13,755,583,85,0,5,1
4349.0,13643,12612,7,13,755,583,85,0,5,1
4350.0,13646,12612,7,13,755,583,85,0,5,1
4351.0,13649,12612,7,13,755,583,85,0,5,1
4352.0,13652,12612,7,13,755,583,85,0,5,1
4353.0,13655,12612,7,13,755,583,85,0,5,1
4354.0,13658,12612,7,13,755,583,85,0,5,1
4355.0,13661,12612,7,13,755,583,85,0,5,1
4356.0,13664,12612,7,13,756,583,85,0,5,1
4357.0,13667,12620,7,13,757,583,85,0,5,1
4358.0,13670,12628,7,13,757,584,85,0,5,1
4359.0,13673,12631,7,13,757,584,85,0,5,1
4360.0,13676,12631,7,13,757,584,85,0,5,1
4361.0,13679,12631,7,13,757,584,86,0,5,1
4362.0,13682,12633,7,13,757,584,86,0,5,1
4363.0,13685,12633,7,13,758,584,86,0,5,1
4364.0,13688,12641,7,13,758,584,86,0,5,1
4365.0,13691,12641,7,13,758,584,86,0,5,1
4366.0,13694,12641,7,13,758,584,86,0,5,1
4367.0,13697,12641,7,13,758,584,86,0,5,1
4368.0,13700,12641,7,13,758,585,86,0,5,1
4369.0,13703,12644,7,13,758,585,86,0,5,1
4370.0,13706,12644,7,13,758,586,86,0,5,1
4371.0,13709,12647,7,13,758,586,86,0,5,1
4372.0,13712,12647,7,13,758,586,86,0,5,1
4373.0,13715,12647,7,13,758,586,86,0,5,1
4374.0,13718,12647,7,13,758,586,86,0,5,1
4375.0,13721,12647,7,13,758,586,86,0,5,1
4376.0,13724,12647,7,13,758,586,86,0,5,1
4377.0,13727,12647,7,13,758,587,86,0,5,1
4378.0,13730,12650,7,13,758,587,86,0,5,1
4379.0,13733,12650,7,13,758,587,86,0,5,1
4380.0,13736,12650,7,13,758,587,86,0,5,1
4381.0,13739,12650,7,13,758,588,86,0,5,1
4382.0,13742,12653,7,13,758,588,86,0,5,1
4383.0,13745,12653,7,13,759,588,86,0,5,1
4384.0,13748,12661,7,13,759,588,86,0,5,1
4385.0,13751,12661,7,13,760,588,86,0,5,1
4386.0,13754,12669,7,13,760,588,86,0,5,1
4387.0,13757,12669,7,13,760,588,86,0,5,1
4388.0,13760,12669,7,13,761,588,86,0,5,1
4389.0,13763,12677,7,13,762,588,86,0,5,1
4390.0,13766,12685,7,13,763,588,86,0,5,1
4391.0,13769,12693,7,13,763,588,86,0,5,1
4392.0,13772,12693,7,13,763,588,86,0,5,1
4393.0,13775,12693,7,13,763,588,86,0,5,1
4394.0,13778,12693,7,13,763,589,86,0,5,1
4395.0,13781,12696,7,13,763,589,86,0,5,1
4396.0,13784,12696,7,13,763,589,86,0,5,1
4397.0,13787,12696,7,13,763,589,86,0,5,1
4398.0,13790,12696,7,13,763,589,86,0,5,1
4399.0,13793,12696,7,13,763,589,86,0,5,1
4400.0,13796,12696,7,13,763,589,86,0,5,1
4401.0,13799,12696,7,13,764,589,86,0,5,1
4402.0,13802,12704,7,13,765,589,86,0,5,1
4403.0,13805,12712,7,13,765,589,86,0,5,1
4404.0,13808,12712,7,13,766,589,86,0,5,1
4405.0,13811,12720,7,13,766,589,86,0,5,1
4406.0,13814,12720,7,13,766,589,86,0,5,1
4407.0,13817,12720,7,13,766,590,86,0,5,1
4408.0,13820,12723,7,13,766,590,86,0,5,1
4409.0,13823,12723,7,13,766,590,86,0,5,1
4410.0,13826,12723,7,13,766,591,86,0,5,1
4411.0,13829,12726,7,13,766,591,86,0,5,1
4412.0,13832,12726,7,13,766,591,86,0,5,1
4413.0,13835,12726,7,13,766,591,86,0,5,1
4414.0,13838,12726,7,13,767,591,86,0,5,1
4415.0,13841,12734,7,13,767,591,86,0,5,1
4416.0,13844,12734,7,13,768,591,86,0,5,1
4417.0,13847,12742,7,13,768,591,86,0,5,1
4418.0,13850,12742,7,13,768,591,86,0,5,1
4419.0,13853,12742,7,13,768,591,86,0,5,1
4420.0,13856,12742,7,13,769,591,86,0,5,1
4421.0,13859,12750,7,13,770,591,86,0,5,1
4422.0,13862,12758,7,13,770,591,86,0,5,1
4423.0,13865,12758,7,13,771,591,86,0,5,1
4424.0,13868,12766,7,13,772,591,86,0,5,1
4425.0,13871,12774,7,13,773,591,86,0,5,1
4426.0,13874,12782,7,13,773,591,86,0,5,1
4427.0,13877,12782,7,13,774,591,86,0,5,1
4428.0,13880,12790,7,13,774,591,86,0,5,1
4429.0,13883,12790,7,13,774,591,86,0,5,1
4430.0,13886,12790,7,13,774,591,86,0,5,1
4431.0,13889,12790,7,13,774,592,86,0,5,1
4432.0,13892,12793,7,13,775,592,86,0,5,1
4433.0,13895,12801,7,13,775,592,86,0,5,1
4434.0,13898,12801,7,13,775,593,86,0,5,1
4435.0,13901,12804,7,13,776,593,86,0,5,1
4436.0,13904,12812,7,13,776,594,86,0,5,1
4437.0,13907,12815,7,13,776,594,87,0,5,1
4438.0,13910,12817,7,13,776,594,87,0,5,1
4439.0,13913,12817,7,13,777,594,87,0,5,1
4440.0,13916,12825,7,13,777,594,87,0,5,1
4441.0,13919,12825,7,13,777,594,87,0,5,1
4442.0,13922,12825,7,13,777,594,87,0,5,1
4443.0,13925,12825,7,13,777,594,87,0,5,1
4444.0,13928,12825,7,13,777,595,87,0,5,1
4445.0,13931,12828,7,13,777,595,87,0,5,1
4446.0,13934,12828,7,13,777,596,87,0,5,1
4447.0,13937,12831,7,13,777,596,87,0,5,1
4448.0,13940,12831,7,13,777,596,87,0,5,1
4449.0,13943,12831,7,13,777,596,87,0,5,1
4450.0,13946,12831,7,13,777,596,87,0,5,1
4451.0,13949,12831,7,13,778,596,87,0,5,1
4452.0,13952,12839,7,13,778,596,87,0,5,1
4453.0,13955,12839,7,13,778,596,87,0,5,1
4454.0,13958,12839,7,13,779,596,87,0,5,1
4455.0,13961,12847,7,13,780,596,87,0,5,1
4456.0,13962,12855,7,13,780,596,87,0,5,1
4457.0,13963,12855,8,13,780,596,87,0,5,1
4458.0,13982,12967,8,13,780,596,87,0,5,1
4459.0,13985,12967,8,13,780,596,88,0,5,1
4460.0,13988,12969,8,13,781,596,88,0,5,1
4461.0,13991,12977,8,13,781,596,88,0,5,1
4462.0,13994,12977,8,13,781,596,88,0,5,1
4463.0,13997,12977,8,13,781,596,88,0,5,1
4464.0,14000,12977,8,13,781,597,88,0,5,1
4465.0,14003,12980,8,13,781,597,88,0,5,1
4466.0,14006,12980,8,13,782,597,88,0,5,1
4467.0,14009,12988,8,13,783,597,88,0,5,1
4468.0,14012,12996,8,13,783,598,88,0,5,1
4469.0,14015,12999,8,13,783,598,88,0,5,1
4470.0,14018,12999,8,13,783,598,88,0,5,1
4471.0,14021,12999,8,13,783,598,88,0,5,1
4472.0,14024,12999,8,13,783,598,88,0,5,1
4473.0,14027,12999,8,13,783,598,88,0,5,1
4474.0,14030,12999,8,13,783,598,88,0,5,1
4475.0,14033,12999,8,13,783,598,88,0,5,1
4476.0,14036,12999,8,13,783,598,88,0,5,1
4477.0,14039,12999,8,13,783,598,88,0,5,1
4478.0,14042,12999,8,13,783,598,88,0,5,1
4479.0,14045,12999,8,13,783,598,88,0,5,1
4480.0,14048,12999,8,13,783,598,88,0,5,1
4481.0,14051,12999,8,13,783,598,88,0,5,1
4482.0,14054,12999,8,13,783,598,89,0,5,1
4483.0,14057,13001,8,13,783,598,89,0,5,1
4484.0,14060,13001,8,13,783,598,89,0,5,1
4485.0,14063,13001,8,13,783,598,89,0,5,1
4486.0,14066,13001,8,13,783,598,89,0,5,1
4487.0,14069,13001,8,13,783,599,89,0,5,1
4488.0,14072,13004,8,13,783,599,89,0,5,1
4489.0,14075,13004,8,13,783,599,89,0,5,1
4490.0,14078,13004,8,13,783,599,89,0,5,1
4491.0,14081,13004,8,13,783,599,89,0,5,1
4492.0,14084,13004,8,13,783,599,89,0,5,1
4493.0,14087,13004,8,13,783,599,90,0,5,1
4494.0,14090,13006,8,13,783,599,90,0,5,1
4495.0,14093,13006,8,13,784,599,90,0,5,1
4496.0,14096,13014,8,13,784,599,90,0,5,1
4497.0,14099,13014,8,13,784,599,90,0,5,1
4498.0,14102,13014,8,13,784,599,90,0,5,1
4499.0,14105,13014,8,13,784,600,90,0,5,1
4500.0,14108,13017,8,13,784,600,90,0,5,1
4501.0,14111,13017,8,13,784,600,90,0,5,1
4502.0,14114,13017,8,13,784,601,90,0,5,1
4503.0,14117,13020,8,13,784,601,90,0,5,1
4504.0,14120,13020,8,13,784,602,90,0,5,1
4505.0,14123,13023,8,13,784,602,90,0,5,1
4506.0,14126,13023,8,13,784,602,90,0,5,1
4507.0,14129,13023,8,13,784,602,90,0,5,1
4508.0,14132,13023,8,13,784,602,90,0,5,1
4509.0,14135,13023,8,13,784,602,90,0,5,1
4510.0,14138,13023,8,13,784,602,90,0,5,1
4511.0,14141,13023,8,13,784,602,90,0,5,1
4512.0,14144,13023,8,13,784,602,90,0,5,1
4513.0,14147,13023,8,13,785,602,90,0,5,1
4514.0,14150,13031,8,13,785,602,90,0,5,1
4515.0,14153,13031,8,13,785,602,90,0,5,1
4516.0,14156,13031,8,13,785,602,90,0,5,1
4517.0,14159,13031,8,13,785,602,90,0,5,1
4518.0,14162,13031,8,13,785,603,90,0,5,1
4519.0,14165,13034,8,13,785,603,90,0,5,1
4520.0,14168,13034,8,13,785,603,90,0,5,1
4521.0,14171,13034,8,13,785,603,90,0,5,1
4522.0,14174,13034,8,13,785,603,90,0,5,1
4523.0,14177,13034,8,13,785,603,90,0,5,1
4524.0,14180,13034,8,13,786,603,90,0,5,1
4525.0,14183,13042,8,13,787,603,90,0,5,1
4526.0,14186,13050,8,13,787,603,90,0,5,1
4527.0,14189,13050,8,13,787,603,90,0,5,1
4528.0,14192,13050,8,13,787,603,90,0,5,1
4529.0,14195,13050,8,13,787,603,90,0,5,1
4530.0,14198,13050,8,13,787,603,90,0,5,1
4531.0,14201,13050,8,13,787,603,90,0,5,1
4532.0,14204,13050,8,13,787,603,90,0,5,1
4533.0,14207,13050,8,13,788,603,90,0,5,1
4534.0,14210,13058,8,13,789,603,90,0,5,1
4535.0,14213,13066,8,13,789,603,90,0,5,1
4536.0,14216,13066,8,13,789,603,90,0,5,1
4537.0,14219,13066,8,13,789,604,90,0,5,1
4538.0,14222,13069,8,13,789,604,90,0,5,1
4539.0,14225,13069,8,13,789,604,90,0,5,1
4540.0,14228,13069,8,13,790,604,90,0,5,1
4541.0,14231,13077,8,13,790,605,90,0,5,1
4542.0,14234,13080,8,13,790,605,90,0,5,1
4543.0,14237,13080,8,13,790,605,90,0,5,1
4544.0,14240,13080,8,13,790,605,90,0,5,1
4545.0,14243,13080,8,13,790,605,90,0,5,1
4546.0,14246,13080,8,13,790,605,90,0,5,1
4547.0,14249,13080,8,13,790,605,90,0,5,1
4548.0,14252,13080,8,13,791,605,90,0,5,1
4549.0,14255,13088,8,13,791,606,90,0,5,1
4550.0,14258,13091,8,13,791,607,90,0,5,1
4551.0,14261,13094,8,13,791,607,90,0,5,1
4552.0,14264,13094,8,13,791,607,90,0,5,1
4553.0,14267,13094,8,13,791,608,90,0,5,1
4554.0,14270,13097,8,13,791,608,91,0,5,1
4555.0,14273,13099,8,13,791,608,91,0,5,1
4556.0,14276,13099,8,13,791,608,91,0,5,1
4557.0,14279,13099,8,13,791,608,91,0,5,1
4558.0,14282,13099,8,13,791,608,91,0,5,1
4559.0,14285,13099,8,13,791,608,91,0,5,1
4560.0,14288,13099,8,13,791,608,91,0,5,1
4561.0,14291,13099,8,13,791,609,91,0,5,1
4562.0,14294,13102,8,13,792,609,91,0,5,1
4563.0,14297,13110,8,13,792,609,91,0,5,1
4564.0,14300,13110,8,13,792,609,91,0,5,1
4565.0,14303,13110,8,13,793,609,91,0,5,1
4566.0,14306,13118,8,13,794,609,91,0,5,1
4567.0,14309,13126,8,13,794,609,91,0,5,1
4568.0,14312,13126,8,13,794,609,91,0,5,1
4569.0,14315,13126,8,13,794,609,91,0,5,1
4570.0,14318,13126,8,13,795,609,91,0,5,1
4571.0,14321,13134,8,13,795,609,91,0,5,1
4572.0,14324,13134,8,13,796,609,91,0,5,1
4573.0,14327,13142,8,13,796,609,91,0,5,1
4574.0,14330,13142,8,13,797,609,91,0,5,1
4575.0,14333,13150,8,13,797,609,91,0,5,1
4576.0,14336,13150,8,13,797,610,91,0,5,1
4577.0,14339,13153,8,13,797,610,91,0,5,1
4578.0,14342,13153,8,13,797,610,91,0,5,1
4579.0,14345,13153,8,13,797,610,91,0,5,1
4580.0,14348,13153,8,13,797,610,91,0,5,1
4581.0,14351,13153,8,13,798,610,91,0,5,1
4582.0,14354,13161,8,13,798,610,91,0,5,1
4583.0,14357,13161,8,13,798,610,91,0,5,1
4584.0,14360,13161,8,13,798,611,91,0,5,1
4585.0,14363,13164,8,13,799,611,91,0,5,1
4586.0,14366,13172,8,13,800,611,91,0,5,1
4587.0,14369,13180,8,13,800,611,91,0,5,1
4588.0,14372,13180,8,13,800,612,91,0,5,1
4589.0,14375,13183,8,13,800,612,91,0,5,1
4590.0,14378,13183,8,13,800,612,91,0,5,1
4591.0,14381,13183,8,13,800,612,91,0,5,1
4592.0,14384,13183,8,13,800,612,91,0,5,1
4593.0,14387,13183,8,13,801,612,91,0,5,1
4594.0,14390,13191,8,13,801,612,91,0,5,1
4595.0,14393,13191,8,13,802,612,91,0,5,1
4596.0,14396,13199,8,13,802,612,91,0,5,1
4597.0,14399,13199,8,13,802,613,91,0,5,1
4598.0,14402,13202,8,13,802,613,91,0,5,1
4599.0,14405,13202,8,13,802,614,91,0,5,1
4600.0,14408,13205,8,13,802,615,91,0,5,1
4601.0,14411,13208,8,13,802,615,91,0,5,1
4602.0,14414,13208,8,13,803,615,91,0,5,1
4603.0,14417,13216,8,13,803,616,91,0,5,1
4604.0,14420,13219,8,13,804,616,91,0,5,1
4605.0,14423,13227,8,13,804,616,91,0,5,1
4606.0,14426,13227,8,13,804,616,91,0,5,1
4607.0,14429,13227,8,13,804,616,91,0,5,1
4608.0,14432,13227,8,13,805,616,91,0,5,1
4609.0,14435,13235,8,13,805,616,91,0,5,1
4610.0,14438,13235,8,13,806,616,91,0,5,1
4611.0,14441,13243,8,13,806,616,91,0,5,1
4612.0,14444,13243,8,13,806,616,91,0,5,1
4613.0,14447,13243,8,13,806,616,91,0,5,1
4614.0,14450,13243,8,13,806,616,91,0,5,1
4615.0,14453,13243,8,13,806,617,91,0,5,1
4616.0,14456,13246,8,13,806,617,91,0,5,1
4617.0,14459,13246,8,13,806,617,91,0,5,1
4618.0,14462,13246,8,13,806,617,91,0,5,1
4619.0,14465,13246,8,13,807,617,91,0,5,1
4620.0,14468,13254,8,13,808,617,91,0,5,1
4621.0,14471,13262,8,13,808,618,91,0,5,1
4622.0,14474,13265,8,13,809,618,91,0,5,1
4623.0,14477,13273,8,13,809,618,91,0,5,1
4624.0,14480,13273,8,13,809,618,91,0,5,1
4625.0,14483,13273,8,13,810,618,91,0,5,1
4626.0,14486,13281,8,13,811,618,91,0,5,1
4627.0,14489,13289,8,13,811,618,91,0,5,1
4628.0,14492,13289,8,13,811,618,91,0,5,1
4629.0,14495,13289,8,13,811,618,91,0,5,1
4630.0,14498,13289,8,13,811,618,91,0,5,1
4631.0,14501,13289,8,13,811,618,91,0,5,1
4632.0,14504,13289,8,13,812,618,91,0,5,1
4633.0,14507,13297,8,13,812,618,91,0,5,1
4634.0,14510,13297,8,13,812,618,91,0,5,1
4635.0,14513,13297,8,13,812,618,91,0,5,1
4636.0,14516,13297,8,13,812,618,91,0,5,1
4637.0,14519,13297,8,13,812,619,91,0,5,1
4638.0,14522,13300,8,13,812,619,91,0,5,1
4639.0,14525,13300,8,13,812,619,91,0,5,1
4640.0,14528,13300,8,13,812,619,91,0,5,1
4641.0,14531,13300,8,13,812,619,91,0,5,1
4642.0,14534,13300,8,13,812,619,91,0,5,1
4643.0,14537,13300,8,13,812,620,91,0,5,1
4644.0,14540,13303,8,13,812,620,91,0,5,1
4645.0,14543,13303,8,13,812,620,91,0,5,1
4646.0,14546,13303,8,13,813,620,91,0,5,1
4647.0,14549,13311,8,13,813,620,91,0,5,1
4648.0,14552,13311,8,13,813,620,91,0,5,1
4649.0,14555,13311,8,13,813,620,91,0,5,1
4650.0,14558,13311,8,13,813,620,91,0,5,1
4651.0,14561,13311,8,13,813,621,91,0,5,1
4652.0,14564,13314,8,13,813,622,91,0,5,1
4653.0,14567,13317,8,13,813,622,91,0,5,1
4654.0,14570,13317,8,13,813,622,91,0,5,1
4655.0,14573,13317,8,13,813,622,91,0,5,1
4656.0,14576,13317,8,13,814,622,91,0,5,1
4657.0,14579,13325,8,13,814,622,91,0,5,1
4658.0,14582,13325,8,13,815,622,91,0,5,1
4659.0,14585,13333,8,13,815,622,91,0,5,1
4660.0,14588,13333,8,13,815,623,91,0,5,1
4661.0,14591,13336,8,13,816,623,91,0,5,1
4662.0,14594,13344,8,13,816,623,91,0,5,1
4663.0,14597,13344,8,13,816,623,91,0,5,1
4664.0,14600,13344,8,13,817,623,91,0,5,1
4665.0,14603,13352,8,13,818,623,91,0,5,1
4666.0,14606,13360,8,13,818,623,91,0,5,1
4667.0,14609,13360,8,13,818,624,91,0,5,1
4668.0,14612,13363,8,13,818,624,91,0,5,1
4669.0,14615,13363,8,13,818,624,91,0,5,1
4670.0,14618,13363,8,13,818,624,91,0,5,1
4671.0,14621,13363,8,13,818,624,91,0,5,1
4672.0,14624,13363,8,13,818,624,91,0,5,1
4673.0,14627,13363,8,13,818,624,91,0,5,1
4674.0,14630,13363,8,13,818,624,91,0,5,1
4675.0,14633,13363,8,13,819,624,91,0,5,1
4676.0,14636,13371,8,13,819,624,91,0,5,1
4677.0,14639,13371,8,13,819,624,91,0,5,1
4678.0,14642,13371,8,13,819,624,91,0,5,1
4679.0,14645,13371,8,13,819,624,91,0,5,1
4680.0,14648,13371,8,13,819,624,91,0,5,1
4681.0,14651,13371,8,13,820,624,91,0,5,1
4682.0,14654,13379,8,13,820,624,91,0,5,1
4683.0,14657,13379,8,13,821,624,91,0,5,1
4684.0,14660,13387,8,13,821,624,91,0,5,1
4685.0,14663,13387,8,13,822,624,91,0,5,1
4686.0,14666,13395,8,13,823,624,91,0,5,1
4687.0,14669,13403,8,13,823,624,91,0,5,1
4688.0,14672,13403,8,13,824,624,91,0,5,1
4689.0,14675,13411,8,13,824,624,91,0,5,1
4690.0,14678,13411,8,13,825,624,91,0,5,1
4691.0,14681,13419,8,13,825,624,91,0,5,1
4692.0,14684,13419,8,13,825,624,91,0,5,1
4693.0,14687,13419,8,13,825,624,91,0,5,1
4694.0,14690,13419,8,13,826,624,91,0,5,1
4695.0,14693,13427,8,13,826,624,91,0,5,1
4696.0,14696,13427,8,13,826,624,91,0,5,1
4697.0,14699,13427,8,13,827,624,91,0,5,1
4698.0,14702,13435,8,13,827,624,91,0,5,1
4699.0,14705,13435,8,13,827,624,91,0,5,1
4700.0,14708,13435,8,13,827,624,91,0,5,1
4701.0,14711,13435,8,13,827,624,91,0,5,1
